2 2
300 0.0
-4.692847e-03  3.549248e+06
-9.471692e-03  3.552393e+06
-1.419198e-02  3.588471e+06
-1.884526e-02  3.632539e+06
-2.362574e-02  3.630163e+06
-2.831828e-02  3.670094e+06
-3.299357e-02  3.703544e+06
-3.775999e-02  3.703548e+06
-4.243568e-02  3.748220e+06
-4.713131e-02  3.770912e+06
-5.188676e-02  3.777174e+06
-5.654539e-02  3.824680e+06
-6.126219e-02  3.836614e+06
-6.600526e-02  3.849800e+06
-7.065699e-02  3.897172e+06
-7.539837e-02  3.900247e+06
-8.011538e-02  3.923225e+06
-8.477258e-02  3.965758e+06
-8.952699e-02  3.965652e+06
-9.422248e-02  3.995917e+06
-9.889392e-02  4.031738e+06
-1.036485e-01  4.031709e+06
-1.083279e-01  4.068691e+06
-1.130141e-01  4.095391e+06
-1.177665e-01  4.098055e+06
-1.224314e-01  4.140961e+06
-1.271371e-01  4.157389e+06
-1.318794e-01  4.166812e+06
-1.365351e-01  4.211162e+06
-1.412616e-01  4.218622e+06
-1.459866e-01  4.236024e+06
-1.506422e-01  4.279075e+06
-1.553841e-01  4.280442e+06
-1.600906e-01  4.305415e+06
-1.647546e-01  4.343700e+06
-1.695038e-01  4.344615e+06
-1.741914e-01  4.376876e+06
-1.788701e-01  4.406135e+06
-1.836196e-01  4.408748e+06
-1.882917e-01  4.446835e+06
-1.929870e-01  4.467759e+06
-1.977298e-01  4.474384e+06
-2.023932e-01  4.515300e+06
-2.071054e-01  4.528330e+06
-2.118372e-01  4.541191e+06
-2.164964e-01  4.582523e+06
-2.212230e-01  4.589095e+06
-2.259402e-01  4.609469e+06
-2.306028e-01  4.647799e+06
-2.353413e-01  4.650442e+06
-2.400400e-01  4.677311e+06
-2.447126e-01  4.710615e+06
-2.494558e-01  4.714270e+06
-2.541401e-01  4.746762e+06
-2.588258e-01  4.772126e+06
-2.635667e-01  4.777810e+06
-2.682394e-01  4.815409e+06
-2.729397e-01  4.833249e+06
-2.776746e-01  4.843138e+06
-2.823412e-01  4.881810e+06
-2.870546e-01  4.893796e+06
-2.917785e-01  4.909200e+06
-2.964433e-01  4.947437e+06
-3.011695e-01  4.954355e+06
-3.058788e-01  4.976248e+06
-3.105491e-01  5.011219e+06
-3.152849e-01  5.015978e+06
-3.199788e-01  5.044122e+06
-3.246587e-01  5.073149e+06
-3.293962e-01  5.079097e+06
-3.340788e-01  5.111560e+06
-3.387691e-01  5.134767e+06
-3.435047e-01  5.142799e+06
-3.481781e-01  5.178609e+06
-3.528816e-01  5.195653e+06
-3.576108e-01  5.207568e+06
-3.622793e-01  5.244431e+06
-3.669946e-01  5.255851e+06
-3.717129e-01  5.273481e+06
-3.763806e-01  5.309384e+06
-3.811091e-01  5.316256e+06
-3.858127e-01  5.339826e+06
-3.904871e-01  5.372126e+06
-3.952216e-01  5.378572e+06
-3.999127e-01  5.407140e+06
-4.045955e-01  5.433986e+06
-4.093309e-01  5.440976e+06
-4.140106e-01  5.474322e+06
-4.187064e-01  5.494982e+06
-4.234380e-01  5.505082e+06
-4.281107e-01  5.540304e+06
-4.328190e-01  5.555273e+06
-4.375416e-01  5.569917e+06
-4.422112e-01  5.605515e+06
-4.469310e-01  5.615370e+06
-4.516429e-01  5.635547e+06
-4.563145e-01  5.669239e+06
-4.610441e-01  5.676475e+06
-4.657424e-01  5.701440e+06
-4.704219e-01  5.731388e+06
-4.751538e-01  5.739219e+06
-4.798409e-01  5.768318e+06
-4.845304e-01  5.792516e+06
-4.892612e-01  5.801796e+06
-4.939397e-01  5.834784e+06
-4.986417e-01  5.852975e+06
-5.033659e-01  5.866012e+06
-5.080399e-01  5.900213e+06
-5.127515e-01  5.913443e+06
-5.174687e-01  5.930740e+06
-5.221414e-01  5.964207e+06
-5.268627e-01  5.974026e+06
-5.315687e-01  5.995949e+06
-5.362460e-01  6.027156e+06
-5.409730e-01  6.035721e+06
-5.456669e-01  6.062282e+06
-5.503522e-01  6.088678e+06
-5.550805e-01  6.098301e+06
-5.597661e-01  6.127865e+06
-5.644607e-01  6.149540e+06
-5.691854e-01  6.161339e+06
-5.738651e-01  6.193354e+06
-5.785689e-01  6.210415e+06
-5.832894e-01  6.225200e+06
-5.879664e-01  6.257527e+06
-5.926779e-01  6.271105e+06
-5.973907e-01  6.289826e+06
-6.020674e-01  6.321164e+06
-6.067863e-01  6.331974e+06
-6.114899e-01  6.354489e+06
-6.161716e-01  6.383568e+06
-6.208949e-01  6.393932e+06
-6.255886e-01  6.420406e+06
-6.302769e-01  6.445074e+06
-6.350011e-01  6.456199e+06
-6.396881e-01  6.485306e+06
-6.443831e-01  6.506481e+06
-6.491053e-01  6.519426e+06
-6.537873e-01  6.549942e+06
-6.584900e-01  6.567476e+06
-6.632083e-01  6.582971e+06
-6.678870e-01  6.613969e+06
-6.725970e-01  6.628293e+06
-6.773086e-01  6.647360e+06
-6.819874e-01  6.677365e+06
-6.867057e-01  6.689034e+06
-6.914071e-01  6.711674e+06
-6.960897e-01  6.739597e+06
-7.008115e-01  6.751013e+06
-7.055062e-01  6.776645e+06
-7.101937e-01  6.801424e+06
-7.149164e-01  6.812958e+06
-7.196039e-01  6.841368e+06
-7.242990e-01  6.862548e+06
-7.290191e-01  6.875761e+06
-7.337015e-01  6.905512e+06
-7.384031e-01  6.923223e+06
-7.431201e-01  6.939094e+06
-7.477994e-01  6.969164e+06
-7.525091e-01  6.983618e+06
-7.572202e-01  7.002362e+06
-7.619016e-01  7.031549e+06
-7.666201e-01  7.043636e+06
-7.713307e-01  7.064451e+06
-7.760291e-01  7.090623e+06
-7.807622e-01  7.101645e+06
-7.854834e-01  7.123251e+06
-7.902067e-01  7.145491e+06
-7.949558e-01  7.155780e+06
-7.996835e-01  7.182300e+06
-8.043746e-01  7.219914e+06
-8.091164e-01  7.233811e+06
-8.139010e-01  7.243376e+06
-8.186431e-01  7.247393e+06
-8.233932e-01  7.260838e+06
-8.281590e-01  7.268989e+06
-8.329256e-01  7.281236e+06
-8.376489e-01  7.284575e+06
-8.424050e-01  7.287217e+06
-8.472477e-01  7.286289e+06
-8.520098e-01  7.291290e+06
-8.567348e-01  7.310632e+06
-8.615174e-01  7.300563e+06
-8.663069e-01  7.302934e+06
-8.710507e-01  7.298635e+06
-8.758626e-01  7.300810e+06
-8.806581e-01  7.302544e+06
-8.853993e-01  7.307581e+06
-8.901809e-01  7.309569e+06
-8.949370e-01  7.309832e+06
-8.997227e-01  7.308953e+06
